uid	offset	size	flag	csize	path
BF60CB00	281018357	41894	32	33761	\spr\npcres\man\MA_LH_135_ST06.spr
BF69BFEE	281052118	155442	32	118388	\spr\npcres\woman\FM_BD_135_AT05.spr
BF6E89C1	281170506	57645	32	48150	\spr\npcres\woman\FM_HR_134_MG06.spr
BF8194E2	281218656	140474	32	94292	\spr\npcres\woman\FM_BD_141_ST03.spr
BF95B35F	281312948	18169	32	15175	\spr\npcres\woman\FM_LH_131_DE03.spr
BFA40A11	281328123	73557	32	56547	\spr\npcres\man\MA_HR_131_AT02.spr
BFAF1137	281384670	118550	32	88461	\spr\npcres\man\MA_LH_130_HW01.spr
BFBCB6B5	281473131	39415	32	31470	\spr\npcres\woman\FM_HR_130_WK01.spr
BFC29F45	281504601	19054	32	13974	\spr\npcres\woman\FM_HR_153_ST03.spr
BFD0370D	281518575	78626	32	63222	\spr\npcres\woman\FM_RW_200_RN06.spr
BFD391C3	281581797	198859	32	163534	\spr\npcres\man\MA_BD_138_AT05.spr
BFE3E5E1	281745331	307480	32	176052	\spr\npcres\man\MA_BD_135_ST01.spr
BFF0F970	281921383	190906	32	155251	\spr\npcres\man\MA_BD_150_WK06.spr
BFF7E5F2	282076634	15790	32	12714	\spr\npcres\woman\FM_RH_143_IJ01.spr
BFFE1C84	282089348	27817	32	22271	\spr\npcres\man\MA_LH_128_ZZ01.spr
C001AA3B	282111619	105083	32	88859	\spr\npcres\man\MA_RW_195_DE02.spr
C008707B	282200478	96978	32	52268	\spr\npcres\woman\FM_RW_198_ST04.spr
C0168FA6	282252746	13761	32	11590	\spr\npcres\woman\FM_HD_131_IJ02.spr
C0198739	282264336	128107	32	106981	\spr\npcres\woman\FM_RW_190_AT03.spr
C02B0807	282371317	28914	32	20394	\spr\npcres\woman\FM_HR_129_ZZ01.spr
C02F7893	282391711	85885	32	69396	\spr\npcres\man\MA_RH_130_MG02.spr
C0308451	282461107	111746	32	97454	\spr\npcres\man\MA_LH_150_JP01.spr
C03FDDB7	282558561	46949	32	41194	\spr\npcres\man\MA_LH_135_AT07.spr
C04757E0	282599755	231691	32	176756	\spr\npcres\woman\FM_BD_129_HM01.spr
C048A68F	282776511	18004	32	15126	\spr\npcres\man\MA_HR_150_IJ03.spr
C04BC9F2	282791637	28537	32	22495	\spr\npcres\man\MA_HD_135_RN02.spr
C04C2D85	282814132	45571	32	36915	\spr\npcres\man\MA_HD_128_AT01.spr
C05E3466	282851047	77914	32	66762	\spr\npcres\man\MA_RH_129_HM01.spr
C0612608	282917809	37290	32	26588	\spr\npcres\man\MA_HD_140_WK02.spr
C071A2FA	282944397	26882	32	22134	\spr\npcres\woman\FM_HR_141_AT01.spr
C0883651	282966531	139245	32	112586	\spr\npcres\man\MA_RH_130_AT01.spr
C08DC226	283079117	28612	32	21959	\spr\npcres\man\MA_HR_130_ZZ01.spr
C0AB80FF	283101076	210063	32	163414	\spr\npcres\woman\FM_BD_141_MG04.spr
C0B108ED	283264490	55039	32	43945	\spr\npcres\woman\FM_LW_184_IJ04.spr
C0B1280B	283308435	97502	32	65525	\spr\npcres\woman\FM_RH_135_RD01.spr
C0B393F5	283373960	82193	32	61106	\spr\npcres\woman\FM_RH_134_WK05.spr
C0B8A241	283435066	81870	32	71501	\spr\npcres\man\MA_RH_138_MG05.spr
C0B99862	283506567	349108	32	272989	\spr\npcres\man\MA_BD_135_AT02.spr
C0BCC225	283779556	50758	32	42611	\spr\npcres\woman\FM_RH_133_JP01.spr
C0CF4C94	283822167	31566	32	25629	\spr\npcres\woman\FM_RH_141_RN01.spr
C0D11F59	283847796	45436	32	36207	\spr\npcres\man\MA_RW_292_MG03.spr
C0D70E41	283884003	249002	32	203064	\spr\npcres\man\MA_BD_128_AT05.spr
C0E233B8	284087067	17410	32	10841	\spr\npcres\woman\FM_HD_134_ST06.spr
C0FAF322	284097908	16313	32	13612	\spr\npcres\man\MA_HD_131_IJ03.spr
C0FE0999	284111520	182331	32	151994	\spr\npcres\woman\FM_BD_133_RN02.spr
C10D1687	284263514	140856	32	116277	\spr\npcres\man\MA_RW_190_WK02.spr
C10E748E	284379791	104623	32	85496	\spr\npcres\woman\FM_RW_193_DE02.spr
C1104452	284465287	40611	32	35339	\spr\npcres\woman\FM_HR_131_DE04.spr
C11A4FBF	284500626	64671	32	54764	\spr\npcres\man\MA_RH_138_AT04.spr
C11CF2B3	284555390	224781	32	176856	\spr\npcres\man\MA_BD_140_HA02.spr
C11D7131	284732246	68870	32	52352	\spr\npcres\man\MA_HD_129_JP01.spr
C11E0B4E	284784598	32471	32	26812	\spr\npcres\woman\FM_HR_131_ST06.spr
C130D7B5	284811410	41706	32	34670	\spr\npcres\woman\FM_HR_140_RN02.spr
C138E491	284846080	64604	32	52966	\spr\npcres\woman\FM_RH_132_DE03.spr
C14574A6	284899046	26891	32	19988	\spr\npcres\man\MA_RH_128_ST03.spr
C1551298	284919034	39774	32	33331	\spr\npcres\woman\FM_HR_130_HA01.spr
C15F3347	284952365	65206	32	56389	\spr\npcres\man\MA_RH_131_JP01.spr
C17D974F	285008754	255835	32	210808	\spr\npcres\man\MA_BD_129_WK01.spr
C18B4455	285219562	31194	32	27304	\spr\npcres\man\MA_HD_130_DE01.spr
C1956838	285246866	24366	32	17558	\spr\npcres\woman\FM_LH_129_AT02.spr
C19AB3D8	285264424	73526	32	58786	\spr\npcres\woman\FM_LH_135_ZZ01.spr
C1AAC611	285323210	157309	32	131656	\spr\npcres\woman\FM_BD_129_DE03.spr
C1B238D7	285454866	60847	32	48784	\spr\npcres\man\MA_RW_292_AT02.spr
C1B4CE71	285503650	64695	32	57020	\spr\npcres\man\MA_RH_150_HA01.spr
C1B9F84F	285560670	63635	32	47508	\spr\npcres\woman\FM_RH_142_WK01.spr
C1C879C6	285608178	27450	32	22353	\spr\npcres\woman\FM_LH_141_HA01.spr
C1CD48C8	285630531	16427	32	11304	\spr\npcres\woman\FM_HD_142_ST02.spr
C1DCA43C	285641835	122885	32	84749	\spr\npcres\woman\FM_BD_132_ST02.spr
C1E394DF	285726584	157259	32	107754	\spr\npcres\woman\FM_BD_135_HW01.spr
C1E3CC04	285834338	47074	32	35569	\spr\npcres\woman\FM_HR_133_AT04.spr
C1F03EF6	285869907	42925	32	27870	\spr\npcres\woman\FM_LH_142_ST06.spr
C2063CD3	285897777	119385	32	97718	\spr\npcres\man\MA_RH_130_AT02.spr
C2154DD8	285995495	33128	32	23139	\spr\npcres\woman\FM_HD_134_ST07.spr
C2166229	286018634	77900	32	65303	\spr\npcres\woman\FM_RH_135_HD01.spr
C21C3FD7	286083937	97991	32	81850	\spr\npcres\man\MA_RW_194_HA01.spr
C22143B9	286165787	181173	32	151011	\spr\npcres\woman\FM_BD_133_RN03.spr
C2378EE4	286316798	306979	32	247272	\spr\npcres\man\MA_BD_135_AT03.spr
C24B284E	286564070	73851	32	58686	\spr\npcres\man\MA_RH_150_WK06.spr
C2592ADB	286622756	88746	32	70585	\spr\npcres\man\MA_RW_186_HI01.spr
C2633EB1	286693341	59720	32	49436	\spr\npcres\woman\FM_RH_132_DE04.spr
C26D34C3	286742777	332162	32	267717	\spr\npcres\man\MA_BD_128_AT06.spr
C270F9A4	287010494	27339	32	22133	\spr\npcres\man\MA_HD_131_IJ04.spr
C27186B4	287032627	34062	32	27010	\spr\npcres\woman\FM_RH_141_RN02.spr
C27457F4	287059637	140025	32	117055	\spr\npcres\woman\FM_RW_186_DE03.spr
C27B61D5	287176692	41704	32	34631	\spr\npcres\woman\FM_HR_140_RN03.spr
C27B8BF6	287211323	106961	32	85157	\spr\npcres\man\MA_RW_194_RD01.spr
C2813A4E	287296480	12915	32	9760	\spr\npcres\woman\FM_RH_129_HI01.spr
C28B9DC1	287306240	255315	32	202595	\spr\npcres\man\MA_BD_129_WK02.spr
C2907231	287508835	63251	32	54415	\spr\npcres\man\MA_RH_138_AT05.spr
C29A3731	287563250	30199	32	25765	\spr\npcres\man\MA_HD_137_HD01.spr
C29FACB8	287589015	45964	32	38399	\spr\npcres\woman\FM_HR_130_HA02.spr
C2A63F89	287627414	63413	32	39968	\spr\npcres\man\MA_RH_135_ST01.spr
C2B30867	287667382	25146	32	19575	\spr\npcres\woman\FM_RH_131_HA01.spr
C2C2F4F3	287686957	79803	32	68129	\spr\npcres\man\MA_RH_150_HA02.spr
C2C82F49	287755086	49772	32	41101	\spr\npcres\man\MA_RW_292_AT03.spr
C2D37B18	287796187	33824	32	22543	\spr\npcres\man\MA_RH_128_ST04.spr
C2DD1031	287818730	156697	32	133571	\spr\npcres\woman\FM_BD_129_DE04.spr
C2DFA258	287952301	23610	32	18696	\spr\npcres\woman\FM_LH_129_AT03.spr
C2EC326F	287970997	64467	32	47918	\spr\npcres\woman\FM_RH_142_WK02.spr
C2ED2CE3	288018915	228531	32	189197	\spr\npcres\man\MA_RW_185_RN03.spr
C3014AD7	288208112	29518	32	25618	\spr\npcres\man\MA_HD_130_DE02.spr
C307FE5C	288233730	119693	32	70234	\spr\npcres\woman\FM_BD_132_ST03.spr
C3160624	288303964	46987	32	35571	\spr\npcres\woman\FM_HR_133_AT05.spr
C323F212	288339535	72584	32	59213	\spr\npcres\woman\FM_RH_130_HD01.spr
C32D287B	288398748	104047	32	82067	\spr\npcres\man\MA_RH_139_WK01.spr
C3526153	288480815	33333	32	24705	\spr\npcres\woman\FM_HR_133_IJ02.spr
C3688632	288505520	18917	32	15645	\spr\npcres\woman\FM_RH_134_IJ01.spr
C370C426	288521165	68772	32	51890	\spr\npcres\woman\FM_LH_135_ST01.spr
C371C9BB	288573055	31020	32	24672	\spr\npcres\man\MA_RH_128_HR01.spr
C372B3E6	288597727	31913	32	25874	\spr\npcres\woman\FM_LH_141_HA02.spr
C37782E8	288623601	16753	32	9977	\spr\npcres\woman\FM_HD_142_ST03.spr
C3832336	288633578	209497	32	157353	\spr\npcres\man\MA_BD_129_ST03.spr
C389F963	288790931	85722	32	66428	\spr\npcres\woman\FM_LH_132_WK01.spr
C3AB26D6	288857359	160587	32	143880	\spr\npcres\man\MA_RW_187_HD01.spr
C3AC1B82	289001239	113868	32	95726	\spr\npcres\man\MA_RW_198_HA02.spr
C3C8B528	289096965	212933	32	170204	\spr\npcres\woman\FM_BD_134_AT01.spr
C3CFC171	289267169	46281	32	33828	\spr\npcres\woman\FM_HR_133_MG02.spr
C3D55D3A	289300997	75568	32	60758	\spr\npcres\woman\FM_RH_132_HM01.spr
C3D93944	289361755	260463	32	210714	\spr\npcres\man\MA_BD_135_MG03.spr
C3E30017	289572469	30898	32	24579	\spr\npcres\man\MA_HD_128_MG02.spr
C3E46315	289597048	141905	32	111923	\spr\npcres\woman\FM_RH_153_RN07.spr
C3EB386F	289708971	75692	32	56695	\spr\npcres\man\MA_LH_132_ST03.spr
C3EB909D	289765666	20315	32	15958	\spr\npcres\woman\FM_HD_131_AT05.spr
C3F32D68	289781624	204499	32	169199	\spr\npcres\woman\FM_BD_141_AT07.spr
C3FA4931	289950823	154431	32	134398	\spr\npcres\woman\FM_RW_187_RN04.spr
C4041EEB	290085221	29852	32	25399	\spr\npcres\man\MA_HD_130_HM01.spr
C4075345	290110620	177441	32	117795	\spr\npcres\man\MA_BD_140_ST06.spr
C42F0186	290228415	82087	32	66475	\spr\npcres\man\MA_RW_194_HR01.spr
C431D83F	290294890	40334	32	35107	\spr\npcres\woman\FM_HD_130_JP01.spr
C434980C	290329997	16223	32	13160	\spr\npcres\woman\FM_LH_134_HI01.spr
C435E7D5	290343157	30463	32	23266	\spr\npcres\woman\FM_HD_132_RD01.spr
C44A0745	290366423	79642	32	70560	\spr\npcres\man\MA_LH_135_MG06.spr
C44DE4D6	290436983	42297	32	29629	\spr\npcres\woman\FM_LH_142_ST05.spr
C452FA64	290466612	69232	32	59636	\spr\npcres\man\MA_RW_196_IJ02.spr
C462DE18	290526248	23373	32	16872	\spr\npcres\woman\FM_LH_129_AT01.spr
C4678CF1	290543120	241034	32	201657	\spr\npcres\woman\FM_BD_129_DE02.spr
C47FEAF3	290744777	28580	32	22254	\spr\npcres\man\MA_HD_128_RN04.spr
C49A3EA8	290767031	20242	32	15008	\spr\npcres\woman\FM_HD_142_ST01.spr
C49D8463	290782039	76145	32	65961	\spr\npcres\man\MA_LH_129_HA01.spr
C49FA36B	290848000	48303	32	40777	\spr\npcres\man\MA_HD_138_DE03.spr
C4A29FB1	290888777	216240	32	165009	\spr\npcres\man\MA_BD_150_HW01.spr
C4AA6A1C	291053786	151889	32	107775	\spr\npcres\woman\FM_BD_132_ST01.spr
C4AA8B7D	291161561	90044	32	67801	\spr\npcres\man\MA_LH_139_HW01.spr
C4B1775B	291229362	136172	32	112194	\spr\npcres\man\MA_RW_200_MG06.spr
C4B8B2E4	291341556	50045	32	37541	\spr\npcres\woman\FM_HR_133_AT03.spr
C4BBF6CF	291379097	94754	32	75474	\spr\npcres\man\MA_RH_130_RN04.spr
C4BC7198	291454571	100488	32	83949	\spr\npcres\woman\FM_RW_199_RN02.spr
C4BF4729	291538520	69920	32	50549	\spr\npcres\man\MA_RH_150_ST05.spr
C4C4C279	291589069	32649	32	21760	\spr\npcres\woman\FM_LH_140_RD01.spr
C4C70F6B	291610829	104283	32	76457	\spr\npcres\man\MA_LH_132_ST01.spr
C4C8ABB1	291687286	40756	32	33511	\spr\npcres\man\MA_RH_140_DE03.spr
C4FF3632	291720797	253557	32	138852	\spr\npcres\man\MA_BD_129_ST01.spr
C5056335	291859649	126016	32	103319	\spr\npcres\man\MA_RW_195_HM01.spr
C5065928	291962968	207268	32	168055	\spr\npcres\woman\FM_BD_141_AT05.spr
C52B20B3	292131023	43499	32	38309	\spr\npcres\man\MA_LH_135_AT05.spr
C5350C40	292169332	315043	32	265583	\spr\npcres\man\MA_BD_135_MG01.spr
C549C181	292434915	87669	32	74491	\spr\npcres\woman\FM_RW_194_RN02.spr
C553D99A	292509406	11723	32	9705	\spr\npcres\woman\FM_LH_131_IJ04.spr
C5624BDF	292519111	269253	32	210208	\spr\npcres\man\MA_BD_128_MG04.spr
C5644CBE	292729319	48088	32	38832	\spr\npcres\woman\FM_RH_133_RN03.spr
C5653294	292768151	30719	32	22482	\spr\npcres\man\MA_HD_137_RD01.spr
C56DD7DF	292790633	54233	32	43596	\spr\npcres\woman\FM_HR_132_RN04.spr
C572AF0F	292834229	38332	32	31952	\spr\npcres\man\MA_LH_150_HI01.spr
C573B25D	292866181	23654	32	19522	\spr\npcres\man\MA_HD_132_AT07.spr
C57E0D5D	292885703	22194	32	18053	\spr\npcres\woman\FM_HD_131_AT03.spr
C58B6684	292903756	100378	32	83675	\spr\npcres\woman\FM_RW_184_HA01.spr
C58BF31D	292987431	20402	32	15661	\spr\npcres\woman\FM_LH_131_HR01.spr
C592EC3B	293003092	70477	32	55869	\spr\npcres\woman\FM_RW_198_ST02.spr
C594894D	293058961	64837	32	54524	\spr\npcres\man\MA_RH_138_MG03.spr
C59DC329	293113485	24414	32	19474	\spr\npcres\man\MA_HD_137_ST06.spr
C59F8C90	293132959	183482	32	159232	\spr\npcres\man\MA_RW_188_DE03.spr
C5A48D8B	293292191	21420	32	18442	\spr\npcres\man\MA_HR_150_IJ01.spr
C5A6DE93	293310633	279951	32	250275	\spr\npcres\man\MA_BD_130_DE04.spr
C5B98A9B	293560908	98113	32	87308	\spr\npcres\man\MA_RW_291_DE06.spr
C5C3154D	293648216	290959	32	241966	\spr\npcres\man\MA_BD_128_AT03.spr
C5C60FB5	293890182	28602	32	22753	\spr\npcres\woman\FM_RH_134_WK03.spr
C5D6C62E	293912935	20507	32	17125	\spr\npcres\man\MA_HD_131_IJ01.spr
C5E9B54C	293930060	76074	32	65530	\spr\npcres\woman\FM_RH_153_JP01.spr
C5F10834	293995590	222308	32	181021	\spr\npcres\man\MA_BD_140_WK04.spr
C615A9ED	294176611	54534	32	46176	\spr\npcres\man\MA_HD_138_DE04.spr
C6161500	294222787	105661	32	89086	\spr\npcres\man\MA_RW_198_HA01.spr
C62B8AE5	294311873	96898	32	81292	\spr\npcres\man\MA_LH_129_HA02.spr
C62FD733	294393165	32114	32	23746	\spr\npcres\woman\FM_HR_133_IJ01.spr
C6354DAB	294416911	68582	32	50082	\spr\npcres\man\MA_RH_150_ST06.spr
C64332C2	294466993	258966	32	206476	\spr\npcres\man\MA_BD_135_MG02.spr
C6475E33	294673469	45056	32	37087	\spr\npcres\man\MA_RH_140_DE04.spr
C6489348	294710556	293693	32	241249	\spr\npcres\woman\FM_BD_141_AT06.spr
C6551D95	294951805	40823	32	33428	\spr\npcres\man\MA_HD_128_MG01.spr
C65D35ED	294985233	103851	32	73955	\spr\npcres\man\MA_LH_132_ST02.spr
C66D9C2B	295059188	24852	32	20341	\spr\npcres\woman\FM_HD_134_HM01.spr
C6753CB4	295079529	253172	32	139571	\spr\npcres\man\MA_BD_129_ST02.spr
C684B751	295219100	45607	32	34455	\spr\npcres\woman\FM_HR_133_MG01.spr
C68DA583	295253555	72511	32	55732	\spr\npcres\woman\FM_LH_153_HW01.spr
C6917211	295309287	125979	32	101914	\spr\npcres\man\MA_RH_130_MG01.spr
C6A1477D	295411201	22126	32	18016	\spr\npcres\woman\FM_HD_131_AT04.spr
C6A1D735	295429217	58973	32	52259	\spr\npcres\man\MA_LH_135_AT06.spr
C6AE86DE	295481476	44558	32	36370	\spr\npcres\woman\FM_RH_133_RN04.spr
C6B96AC1	295517846	29267	32	23402	\spr\npcres\woman\FM_LH_140_HD01.spr
C6D74D19	295541248	122044	32	94799	\spr\npcres\woman\FM_RW_190_AT02.spr
C6EB3396	295636047	36969	32	29162	\spr\npcres\man\MA_HD_140_WK01.spr
C6EC7586	295665209	13787	32	11528	\spr\npcres\woman\FM_HD_131_IJ01.spr
C6F87E51	295676737	332007	32	270077	\spr\npcres\man\MA_BD_128_MG05.spr
C70959D5	295946814	32716	32	25118	\spr\npcres\woman\FM_RH_134_WK04.spr
C7109E92	295971932	148277	32	127971	\spr\npcres\woman\FM_RW_188_WK03.spr
C722BFCF	296099903	68640	32	56097	\spr\npcres\man\MA_RH_138_MG04.spr
C72395E0	296156000	388714	32	312048	\spr\npcres\man\MA_BD_135_AT01.spr
C732B00D	296468048	20732	32	17406	\spr\npcres\man\MA_HR_150_IJ02.spr
C73DB0A4	296485454	108509	32	89319	\spr\npcres\woman\FM_RW_184_HA02.spr
C73DC370	296574773	28556	32	22450	\spr\npcres\man\MA_HD_135_RN01.spr
C74BFC79	296597223	177188	32	146323	\spr\npcres\woman\FM_BD_133_RN01.spr
C7591BCF	296743546	249811	32	207801	\spr\npcres\man\MA_BD_128_AT04.spr
C76176DF	296951347	173912	32	137430	\spr\npcres\woman\FM_BD_141_MG03.spr
C7653AAC	297088777	37889	32	29701	\spr\npcres\woman\FM_HR_134_RD01.spr
C76CCCA0	297118478	18166	32	15184	\spr\npcres\man\MA_HD_131_IJ02.spr
C77C41C6	297133662	61431	32	50004	\spr\npcres\woman\FM_HR_132_JP01.spr
C786CC31	297183666	190811	32	152185	\spr\npcres\man\MA_BD_140_HA01.spr
C78C593D	297335851	75442	32	64669	\spr\npcres\man\MA_RH_138_AT03.spr
C78D9D95	297400520	40177	32	33796	\spr\npcres\woman\FM_HR_140_RN01.spr
C78FAE97	297434316	84046	32	63439	\spr\npcres\man\MA_RW_194_ST04.spr
C7996CB9	297497755	26381	32	21768	\spr\npcres\woman\FM_HD_153_HA02.spr
C7A73F4A	297519523	96390	32	78987	\spr\npcres\man\MA_RH_150_WK04.spr
C7BFF998	297598510	17375	32	12834	\spr\npcres\woman\FM_HD_134_ST05.spr
C7CA6FAA	297611344	66143	32	51593	\spr\npcres\woman\FM_LH_143_JP01.spr
C7CF4E24	297662937	49962	32	26670	\spr\npcres\man\MA_RH_128_ST02.spr
C7DD0530	297689607	93257	32	73982	\spr\npcres\woman\FM_RW_291_HM01.spr
C7EBF12E	297763589	32843	32	26947	\spr\npcres\woman\FM_HR_131_ST05.spr
C7ED0A32	297790536	41429	32	35597	\spr\npcres\woman\FM_HR_131_DE03.spr
C7EE82A0	297826133	224252	32	127087	\spr\npcres\man\MA_BD_140_RD01.spr
C7F5AB71	297953220	90859	32	73810	\spr\npcres\woman\FM_RH_132_DE02.spr
C807DCB7	298027030	24366	32	19699	\spr\npcres\man\MA_HD_137_ST05.spr
C81E82CB	298046729	60052	32	49782	\spr\npcres\man\MA_RH_138_MG02.spr
C8282811	298096511	283904	32	255371	\spr\npcres\man\MA_BD_130_DE03.spr
C8288C7A	298351882	11008	32	8239	\spr\npcres\woman\FM_LH_131_IJ03.spr
C8307726	298360121	165132	32	142906	\spr\npcres\man\MA_LW_200_IJ05.spr
C831329E	298503027	48083	32	38884	\spr\npcres\woman\FM_RH_133_RN02.spr
C83A9DBF	298541911	54517	32	43591	\spr\npcres\woman\FM_HR_132_RN03.spr
C868521B	298585502	88394	32	66699	\spr\npcres\woman\FM_RW_198_ST01.spr
C87B05B2	298652201	223865	32	182850	\spr\npcres\man\MA_BD_140_WK03.spr
C88BE29F	298835051	218620	32	181169	\spr\npcres\woman\FM_BD_141_MG01.spr
C88F6415	299016220	28084	32	22730	\spr\npcres\woman\FM_HR_143_HI01.spr
C89032A7	299038950	37602	32	29794	\spr\npcres\man\MA_HR_130_HA01.spr
C8930256	299068744	97838	32	77718	\spr\npcres\man\MA_RH_150_WK02.spr
C893F595	299146462	32700	32	25016	\spr\npcres\woman\FM_RH_134_WK02.spr
C8B56ECB	299171478	329201	32	262871	\spr\npcres\man\MA_BD_128_AT02.spr
C8C21258	299434349	17379	32	10719	\spr\npcres\woman\FM_HD_134_ST03.spr
C8C7FF41	299445068	28653	32	23427	\spr\npcres\man\MA_LH_140_ZZ01.spr
C8D96C7A	299468495	35144	32	29045	\spr\npcres\man\MA_LH_128_AT07.spr
C8DBC19E	299497540	14487	32	10927	\spr\npcres\woman\FM_RH_129_ST05.spr
C8EA6B84	299508467	17541	32	15033	\spr\npcres\man\MA_HD_139_IJ03.spr
C8F1E2F3	299523500	50513	32	41262	\spr\npcres\woman\FM_LH_143_RN03.spr
C8F81428	299564762	34810	32	29373	\spr\npcres\woman\FM_HD_130_RN03.spr
C8FBB593	299594135	116263	32	81624	\spr\npcres\man\MA_RW_194_ST02.spr
C8FBC476	299675759	36965	32	26531	\spr\npcres\woman\FM_LH_134_ST07.spr
C8FFAC39	299702290	94758	32	81252	\spr\npcres\man\MA_RH_138_AT01.spr
C9342099	299783542	55771	32	45752	\spr\npcres\woman\FM_HD_153_AT11.spr
C93C771C	299829294	50219	32	42247	\spr\npcres\woman\FM_LH_133_HA02.spr
C94F34D7	299871541	46825	32	37638	\spr\npcres\man\MA_HR_140_HW01.spr
C95A2249	299909179	20477	32	16489	\spr\npcres\woman\FM_HD_131_WK03.spr
C9639D7A	299925668	217698	32	168158	\spr\npcres\woman\FM_BD_140_JP01.spr
C968C5C8	300093826	11987	32	10308	\spr\npcres\woman\FM_HD_141_HI01.spr
C96BF1FF	300104134	28623	32	22471	\spr\npcres\man\MA_HD_128_RN02.spr
C96DCE8C	300126605	97058	32	77996	\spr\npcres\woman\FM_BD_131_HI01.spr
C971FA6E	300204601	106145	32	81236	\spr\npcres\man\MA_LH_129_WK03.spr
C972A641	300285837	174408	32	115247	\spr\npcres\man\MA_BD_140_ST04.spr
C977A6F2	300401084	52116	32	44496	\spr\npcres\woman\FM_HR_131_DE01.spr
C97C766F	300445580	122288	32	101798	\spr\npcres\man\MA_RW_198_WK02.spr
C97E6DEE	300547378	32983	32	27197	\spr\npcres\woman\FM_HR_131_ST03.spr
C9809322	300574575	162845	32	140940	\spr\npcres\woman\FM_BD_153_IJ06.spr
C98BB677	300715515	39697	32	33409	\spr\npcres\man\MA_HD_138_DE01.spr
C9912A90	300748924	158995	32	127199	\spr\npcres\man\MA_BD_140_HR01.spr
C992F328	300876123	56989	32	47469	\spr\npcres\man\MA_HR_135_DE04.spr
C997DDCB	300923592	97459	32	76840	\spr\npcres\man\MA_RH_130_RN02.spr
C99E3024	301000432	46182	32	39901	\spr\npcres\man\MA_HR_138_ZZ01.spr
C9A66A41	301040333	49281	32	40916	\spr\npcres\man\MA_LH_135_MG04.spr
C9AAAA35	301081249	63878	32	49313	\spr\npcres\man\MA_RH_150_ST03.spr
C9BCFFC8	301130562	166116	32	139078	\spr\npcres\woman\FM_BD_133_AT07.spr
C9BDA66B	301269640	112598	32	94583	\spr\npcres\man\MA_RH_139_JP01.spr
C9BE4174	301364223	28631	32	23847	\spr\npcres\woman\FM_HD_143_AT07.spr
C9C32EA4	301388070	44722	32	33423	\spr\npcres\woman\FM_HR_133_AT01.spr
C9C8C6F2	301421493	16378	32	12092	\spr\npcres\woman\FM_RH_141_IJ03.spr
C9CF506D	301433585	66152	32	51311	\spr\npcres\woman\FM_RH_130_HW01.spr
C9D01096	301484896	39365	32	27257	\spr\npcres\woman\FM_LH_142_ST03.spr
C9EA668F	301512153	117545	32	98640	\spr\npcres\man\MA_RW_189_IJ03.spr
C9F646E4	301610793	43204	32	37006	\spr\npcres\woman\FM_HR_140_AT07.spr
C9F7A90C	301647799	263811	32	219991	\spr\npcres\man\MA_BD_131_IJ04.spr
CA0E1BBE	301867790	13924	32	8180	\spr\npcres\woman\FM_RH_129_ST06.spr
CA22AE48	301875970	34830	32	29258	\spr\npcres\woman\FM_HD_130_RN04.spr
CA243C13	301905228	58708	32	45058	\spr\npcres\woman\FM_LH_143_RN04.spr
CA258702	301950286	107779	32	90034	\spr\npcres\woman\FM_RW_195_WK02.spr
CA2908C8	302040320	96634	32	73720	\spr\npcres\man\MA_RH_150_WK03.spr
CA2E3919	302114040	42484	32	33683	\spr\npcres\man\MA_HR_130_HA02.spr
CA3E3CBF	302147723	217751	32	176151	\spr\npcres\woman\FM_BD_141_MG02.spr
CA431151	302323874	87281	32	69910	\spr\npcres\woman\FM_RH_132_DE01.spr
CA56D299	302393784	22669	32	18815	\spr\npcres\woman\FM_HD_153_HA01.spr
CA5F0DC5	302412599	21298	32	17601	\spr\npcres\man\MA_HD_129_HI01.spr
CA601E06	302430200	29813	32	24451	\spr\npcres\man\MA_HD_139_IJ04.spr
CA74AC78	302454651	25134	32	17253	\spr\npcres\woman\FM_HD_134_ST04.spr
CA762229	302471904	160592	32	136832	\spr\npcres\man\MA_RW_187_RD01.spr
CA7652BB	302608736	86769	32	73957	\spr\npcres\man\MA_RH_138_AT02.spr
CA88ACC3	302682693	177978	32	122901	\spr\npcres\man\MA_BD_140_ST05.spr
CA8D7C69	302805594	20484	32	16379	\spr\npcres\woman\FM_HD_131_WK04.spr
CA8FE0E0	302821973	113085	32	90788	\spr\npcres\man\MA_LH_129_WK04.spr
CA96C5F9	302912761	104744	32	66967	\spr\npcres\woman\FM_LW_187_ST06.spr
CA99CFCB	302979728	22957	32	19045	\spr\npcres\man\MA_RH_131_HI01.spr
CAA0A70E	302998773	47985	32	39702	\spr\npcres\woman\FM_HR_131_ST04.spr
CAAEF2CE	303038475	139988	32	114132	\spr\npcres\man\MA_RW_187_ST06.spr
CAB15BA2	303152607	50104	32	27494	\spr\npcres\man\MA_RH_128_ST01.spr
CABAF012	303180101	59954	32	51210	\spr\npcres\woman\FM_HR_131_DE02.spr
CAD54407	303231311	26864	32	22276	\spr\npcres\woman\FM_HR_153_WK06.spr
CAE1E471	303253587	28384	32	22447	\spr\npcres\man\MA_HD_128_RN03.spr
CB01BCE9	303276034	37146	32	31102	\spr\npcres\man\MA_HD_138_DE02.spr
CB1AAAB6	303307136	66255	32	47334	\spr\npcres\woman\FM_LH_142_ST04.spr
CB2150B7	303354470	71019	32	50003	\spr\npcres\man\MA_RH_150_ST04.spr
CB238AF4	303404473	24452	32	19134	\spr\npcres\woman\FM_HD_142_ZZ01.spr
